targetID;kegg_pathwayID;kegg_pathwayName
TTDR00238;hsa04080;Neuroactive ligand-receptor interaction
TTDR00238;hsa04152;AMPK signaling pathway
TTDR00238;hsa04630;Jak-STAT signaling pathway
TTDR00238;hsa04920;Adipocytokine signaling pathway
TTDR00238;hsa04932;Non-alcoholic fatty liver disease (NAFLD)
TTDR00239;hsa00590;Arachidonic acid metabolism
TTDR00239;hsa01100;Metabolic pathways
TTDR00239;hsa04726;Serotonergic synapse
TTDR00239;hsa04750;Inflammatory mediator regulation of TRP channels
TTDR00242;hsa00140;Steroid hormone biosynthesis
TTDR00242;hsa00380;Tryptophan metabolism
TTDR00242;hsa00980;Metabolism of xenobiotics by cytochrome P450
TTDR00242;hsa04913;Ovarian steroidogenesis
TTDR00242;hsa05204;Chemical carcinogenesis
TTDR00242;hsa05206;MicroRNAs in cancer
TTDR00249;hsa00330;Arginine and proline metabolism
TTDR00249;hsa01100;Metabolic pathways
TTDR00249;hsa01130;Biosynthesis of antibiotics
TTDR00251;hsa00240;Pyrimidine metabolism
TTDR00251;hsa00983;Drug metabolism - other enzymes
TTDR00251;hsa01100;Metabolic pathways
TTDR00251;hsa05219;Bladder cancer
TTDR00252;hsa05205;Proteoglycans in cancer
TTDR00256;hsa00230;Purine metabolism
TTDR00256;hsa04022;cGMP-PKG signaling pathway
TTDR00256;hsa05032;Morphine addiction
TTDR00261;hsa04916;Melanogenesis
TTDR00261;hsa04920;Adipocytokine signaling pathway
TTDR00262;hsa04962;Vasopressin-regulated water reabsorption
TTDR00265;hsa04146;Peroxisome
TTDR00265;hsa05014;Amyotrophic lateral sclerosis (ALS)
TTDR00265;hsa05016;Huntington's disease
TTDR00265;hsa05020;Prion diseases
TTDR00266;hsa04080;Neuroactive ligand-receptor interaction
TTDR00266;hsa04750;Inflammatory mediator regulation of TRP channels
TTDR00268;hsa04550;Signaling pathways regulating pluripotency of stem cells
TTDR00268;hsa04950;Maturity onset diabetes of the young
TTDR00269;hsa04152;AMPK signaling pathway
TTDR00269;hsa04950;Maturity onset diabetes of the young
TTDR00273;hsa03320;PPAR signaling pathway
TTDR00273;hsa04068;FoxO signaling pathway
TTDR00273;hsa04071;Sphingolipid signaling pathway
TTDR00273;hsa04150;mTOR signaling pathway
TTDR00273;hsa04151;PI3K-Akt signaling pathway
TTDR00273;hsa04152;AMPK signaling pathway
TTDR00273;hsa04510;Focal adhesion
TTDR00273;hsa04660;T cell receptor signaling pathway
TTDR00273;hsa04664;Fc epsilon RI signaling pathway
TTDR00273;hsa04722;Neurotrophin signaling pathway
TTDR00273;hsa04910;Insulin signaling pathway
TTDR00273;hsa04919;Thyroid hormone signaling pathway
TTDR00273;hsa04960;Aldosterone-regulated sodium reabsorption
TTDR00273;hsa05145;Toxoplasmosis
TTDR00273;hsa05160;Hepatitis C
TTDR00273;hsa05205;Proteoglycans in cancer
TTDR00273;hsa05213;Endometrial cancer
TTDR00273;hsa05215;Prostate cancer
TTDR00273;hsa05223;Non-small cell lung cancer
TTDR00273;hsa05231;Choline metabolism in cancer
TTDR00274;hsa00983;Drug metabolism - other enzymes
TTDR00274;hsa01100;Metabolic pathways
TTDR00275;hsa00061;Fatty acid biosynthesis
TTDR00275;hsa00620;Pyruvate metabolism
TTDR00275;hsa00640;Propanoate metabolism
TTDR00275;hsa01100;Metabolic pathways
TTDR00275;hsa01212;Fatty acid metabolism
TTDR00275;hsa04152;AMPK signaling pathway
TTDR00275;hsa04910;Insulin signaling pathway
TTDR00275;hsa04922;Glucagon signaling pathway
TTDR00276;hsa04145;Phagosome
TTDR00276;hsa04151;PI3K-Akt signaling pathway
TTDR00276;hsa04510;Focal adhesion
TTDR00276;hsa04512;ECM-receptor interaction
TTDR00276;hsa04611;Platelet activation
TTDR00276;hsa04640;Hematopoietic cell lineage
TTDR00276;hsa04810;Regulation of actin cytoskeleton
TTDR00276;hsa05200;Pathways in cancer
TTDR00276;hsa05205;Proteoglycans in cancer
TTDR00276;hsa05222;Small cell lung cancer
TTDR00276;hsa05410;Hypertrophic cardiomyopathy (HCM)
TTDR00276;hsa05412;Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDR00276;hsa05414;Dilated cardiomyopathy
TTDR00278;hsa04020;Calcium signaling pathway
TTDR00278;hsa04080;Neuroactive ligand-receptor interaction
TTDR00280;hsa04062;Chemokine signaling pathway
TTDR00280;hsa04144;Endocytosis
TTDR00280;hsa04724;Glutamatergic synapse
TTDR00280;hsa05032;Morphine addiction
TTDR00283;hsa04010;MAPK signaling pathway
TTDR00283;hsa04064;NF-kappa B signaling pathway
TTDR00283;hsa04145;Phagosome
TTDR00283;hsa04620;Toll-like receptor signaling pathway
TTDR00283;hsa04640;Hematopoietic cell lineage
TTDR00283;hsa04810;Regulation of actin cytoskeleton
TTDR00283;hsa05130;Pathogenic Escherichia coli infection
TTDR00283;hsa05132;Salmonella infection
TTDR00283;hsa05133;Pertussis
TTDR00283;hsa05134;Legionellosis
TTDR00283;hsa05146;Amoebiasis
TTDR00283;hsa05152;Tuberculosis
TTDR00283;hsa05202;Transcriptional misregulation in cancer
TTDR00284;hsa04060;Cytokine-cytokine receptor interaction
TTDR00284;hsa04064;NF-kappa B signaling pathway
TTDR00284;hsa04514;Cell adhesion molecules (CAMs)
TTDR00284;hsa04660;T cell receptor signaling pathway
TTDR00284;hsa04672;Intestinal immune network for IgA production
TTDR00284;hsa05144;Malaria
TTDR00284;hsa05145;Toxoplasmosis
TTDR00284;hsa05310;Asthma
TTDR00284;hsa05320;Autoimmune thyroid disease
TTDR00284;hsa05322;Systemic lupus erythematosus
TTDR00284;hsa05330;Allograft rejection
TTDR00284;hsa05340;Primary immunodeficiency
TTDR00284;hsa05416;Viral myocarditis
TTDR00288;hsa02010;ABC transporters
TTDR00288;hsa04975;Fat digestion and absorption
TTDR00293;hsa04540;Gap junction
TTDR00293;hsa05412;Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDR00296;hsa04360;Axon guidance
TTDR00296;hsa05010;Alzheimer's disease
TTDR00296;hsa05030;Cocaine addiction
TTDR00303;sme00061;Fatty acid biosynthesis
TTDR00303;sme00780;Biotin metabolism
TTDR00303;sme01100;Metabolic pathways
TTDR00303;sme01212;Fatty acid metabolism
TTDR00304;sme00061;Fatty acid biosynthesis
TTDR00304;sme00780;Biotin metabolism
TTDR00304;sme01100;Metabolic pathways
TTDR00304;sme01212;Fatty acid metabolism
TTDR00309;hsa03320;PPAR signaling pathway
TTDR00310;hsa04145;Phagosome
TTDR00310;hsa05150;Staphylococcus aureus infection
TTDR00311;hsa04145;Phagosome
TTDR00311;hsa04380;Osteoclast differentiation
TTDR00311;hsa04640;Hematopoietic cell lineage
TTDR00311;hsa04666;Fc gamma R-mediated phagocytosis
TTDR00311;hsa05140;Leishmaniasis
TTDR00311;hsa05150;Staphylococcus aureus infection
TTDR00311;hsa05152;Tuberculosis
TTDR00311;hsa05202;Transcriptional misregulation in cancer
TTDR00311;hsa05322;Systemic lupus erythematosus
TTDR00321;hsa04080;Neuroactive ligand-receptor interaction
TTDR00321;hsa04724;Glutamatergic synapse
TTDR00321;hsa05030;Cocaine addiction
TTDR00322;hsa04060;Cytokine-cytokine receptor interaction
TTDR00322;hsa04630;Jak-STAT signaling pathway
TTDR00322;hsa04640;Hematopoietic cell lineage
TTDR00322;hsa04650;Natural killer cell mediated cytotoxicity
TTDR00322;hsa04660;T cell receptor signaling pathway
TTDR00322;hsa04664;Fc epsilon RI signaling pathway
TTDR00322;hsa04668;TNF signaling pathway
TTDR00322;hsa05132;Salmonella infection
TTDR00322;hsa05146;Amoebiasis
TTDR00322;hsa05166;HTLV-I infection
TTDR00322;hsa05202;Transcriptional misregulation in cancer
TTDR00322;hsa05323;Rheumatoid arthritis
TTDR00334;hsa04010;MAPK signaling pathway
TTDR00334;hsa04012;ErbB signaling pathway
TTDR00334;hsa04014;Ras signaling pathway
TTDR00334;hsa04024;cAMP signaling pathway
TTDR00334;hsa04068;FoxO signaling pathway
TTDR00334;hsa04071;Sphingolipid signaling pathway
TTDR00334;hsa04141;Protein processing in endoplasmic reticulum
TTDR00334;hsa04310;Wnt signaling pathway
TTDR00334;hsa04380;Osteoclast differentiation
TTDR00334;hsa04510;Focal adhesion
TTDR00334;hsa04620;Toll-like receptor signaling pathway
TTDR00334;hsa04621;NOD-like receptor signaling pathway
TTDR00334;hsa04622;RIG-I-like receptor signaling pathway
TTDR00334;hsa04660;T cell receptor signaling pathway
TTDR00334;hsa04664;Fc epsilon RI signaling pathway
TTDR00334;hsa04668;TNF signaling pathway
TTDR00334;hsa04722;Neurotrophin signaling pathway
TTDR00334;hsa04723;Retrograde endocannabinoid signaling
TTDR00334;hsa04728;Dopaminergic synapse
TTDR00334;hsa04750;Inflammatory mediator regulation of TRP channels
TTDR00334;hsa04910;Insulin signaling pathway
TTDR00334;hsa04912;GnRH signaling pathway
TTDR00334;hsa04914;Progesterone-mediated oocyte maturation
TTDR00334;hsa04917;Prolactin signaling pathway
TTDR00334;hsa04920;Adipocytokine signaling pathway
TTDR00334;hsa04930;Type II diabetes mellitus
TTDR00334;hsa04932;Non-alcoholic fatty liver disease (NAFLD)
TTDR00334;hsa05120;Epithelial cell signaling in Helicobacter pylori infection
TTDR00334;hsa05131;Shigellosis
TTDR00334;hsa05132;Salmonella infection
TTDR00334;hsa05133;Pertussis
TTDR00334;hsa05142;Chagas disease (American trypanosomiasis)
TTDR00334;hsa05145;Toxoplasmosis
TTDR00334;hsa05152;Tuberculosis
TTDR00334;hsa05160;Hepatitis C
TTDR00334;hsa05161;Hepatitis B
TTDR00334;hsa05164;Influenza A
TTDR00334;hsa05168;Herpes simplex infection
TTDR00334;hsa05169;Epstein-Barr virus infection
TTDR00334;hsa05200;Pathways in cancer
TTDR00334;hsa05210;Colorectal cancer
TTDR00334;hsa05212;Pancreatic cancer
TTDR00334;hsa05231;Choline metabolism in cancer
TTDR00337;hsa04010;MAPK signaling pathway
TTDR00337;hsa04540;Gap junction
TTDR00337;hsa04912;GnRH signaling pathway
TTDR00341;mmu04010;MAPK signaling pathway
TTDR00341;mmu04932;Non-alcoholic fatty liver disease (NAFLD)
TTDR00347;hsa04024;cAMP signaling pathway
TTDR00347;hsa04260;Cardiac muscle contraction
TTDR00347;hsa04261;Adrenergic signaling in cardiomyocytes
TTDR00347;hsa04810;Regulation of actin cytoskeleton
TTDR00347;hsa04919;Thyroid hormone signaling pathway
TTDR00347;hsa04970;Salivary secretion
TTDR00347;hsa04971;Gastric acid secretion
TTDR00347;hsa04972;Pancreatic secretion
TTDR00347;hsa04976;Bile secretion
TTDR00347;hsa05205;Proteoglycans in cancer
TTDR00350;hsa04970;Salivary secretion
TTDR00350;hsa04978;Mineral absorption
TTDR00352;hsa04010;MAPK signaling pathway
TTDR00352;hsa04015;Rap1 signaling pathway
TTDR00352;hsa04068;FoxO signaling pathway
TTDR00352;hsa04071;Sphingolipid signaling pathway
TTDR00352;hsa04261;Adrenergic signaling in cardiomyocytes
TTDR00352;hsa04370;VEGF signaling pathway
TTDR00352;hsa04380;Osteoclast differentiation
TTDR00352;hsa04550;Signaling pathways regulating pluripotency of stem cells
TTDR00352;hsa04611;Platelet activation
TTDR00352;hsa04620;Toll-like receptor signaling pathway
TTDR00352;hsa04621;NOD-like receptor signaling pathway
TTDR00352;hsa04622;RIG-I-like receptor signaling pathway
TTDR00352;hsa04660;T cell receptor signaling pathway
TTDR00352;hsa04664;Fc epsilon RI signaling pathway
TTDR00352;hsa04668;TNF signaling pathway
TTDR00352;hsa04670;Leukocyte transendothelial migration
TTDR00352;hsa04722;Neurotrophin signaling pathway
TTDR00352;hsa04723;Retrograde endocannabinoid signaling
TTDR00352;hsa04728;Dopaminergic synapse
TTDR00352;hsa04750;Inflammatory mediator regulation of TRP channels
TTDR00352;hsa04912;GnRH signaling pathway
TTDR00352;hsa04914;Progesterone-mediated oocyte maturation
TTDR00352;hsa04917;Prolactin signaling pathway
TTDR00352;hsa05014;Amyotrophic lateral sclerosis (ALS)
TTDR00352;hsa05120;Epithelial cell signaling in Helicobacter pylori infection
TTDR00352;hsa05131;Shigellosis
TTDR00352;hsa05132;Salmonella infection
TTDR00352;hsa05133;Pertussis
TTDR00352;hsa05140;Leishmaniasis
TTDR00352;hsa05142;Chagas disease (American trypanosomiasis)
TTDR00352;hsa05145;Toxoplasmosis
TTDR00352;hsa05152;Tuberculosis
TTDR00352;hsa05160;Hepatitis C
TTDR00352;hsa05164;Influenza A
TTDR00352;hsa05169;Epstein-Barr virus infection
TTDR00352;hsa05205;Proteoglycans in cancer
TTDR00355;hsa04622;RIG-I-like receptor signaling pathway
TTDR00356;hsa00562;Inositol phosphate metabolism
TTDR00356;hsa04012;ErbB signaling pathway
TTDR00356;hsa04014;Ras signaling pathway
TTDR00356;hsa04015;Rap1 signaling pathway
TTDR00356;hsa04022;cGMP-PKG signaling pathway
TTDR00356;hsa04024;cAMP signaling pathway
TTDR00356;hsa04062;Chemokine signaling pathway
TTDR00356;hsa04066;HIF-1 signaling pathway
TTDR00356;hsa04068;FoxO signaling pathway
TTDR00356;hsa04070;Phosphatidylinositol signaling system
TTDR00356;hsa04071;Sphingolipid signaling pathway
TTDR00356;hsa04150;mTOR signaling pathway
TTDR00356;hsa04151;PI3K-Akt signaling pathway
TTDR00356;hsa04152;AMPK signaling pathway
TTDR00356;hsa04210;Apoptosis
TTDR00356;hsa04261;Adrenergic signaling in cardiomyocytes
TTDR00356;hsa04370;VEGF signaling pathway
TTDR00356;hsa04380;Osteoclast differentiation
TTDR00356;hsa04510;Focal adhesion
TTDR00356;hsa04550;Signaling pathways regulating pluripotency of stem cells
TTDR00356;hsa04611;Platelet activation
TTDR00356;hsa04620;Toll-like receptor signaling pathway
TTDR00356;hsa04630;Jak-STAT signaling pathway
TTDR00356;hsa04650;Natural killer cell mediated cytotoxicity
TTDR00356;hsa04660;T cell receptor signaling pathway
TTDR00356;hsa04662;B cell receptor signaling pathway
TTDR00356;hsa04664;Fc epsilon RI signaling pathway
TTDR00356;hsa04666;Fc gamma R-mediated phagocytosis
TTDR00356;hsa04668;TNF signaling pathway
TTDR00356;hsa04670;Leukocyte transendothelial migration
TTDR00356;hsa04722;Neurotrophin signaling pathway
TTDR00356;hsa04725;Cholinergic synapse
TTDR00356;hsa04750;Inflammatory mediator regulation of TRP channels
TTDR00356;hsa04810;Regulation of actin cytoskeleton
TTDR00356;hsa04910;Insulin signaling pathway
TTDR00356;hsa04914;Progesterone-mediated oocyte maturation
TTDR00356;hsa04915;Estrogen signaling pathway
TTDR00356;hsa04917;Prolactin signaling pathway
TTDR00356;hsa04919;Thyroid hormone signaling pathway
TTDR00356;hsa04921;Oxytocin signaling pathway
TTDR00356;hsa04923;Regulation of lipolysis in adipocytes
TTDR00356;hsa04930;Type II diabetes mellitus
TTDR00356;hsa04932;Non-alcoholic fatty liver disease (NAFLD)
TTDR00356;hsa04960;Aldosterone-regulated sodium reabsorption
TTDR00356;hsa04973;Carbohydrate digestion and absorption
TTDR00356;hsa05100;Bacterial invasion of epithelial cells
TTDR00356;hsa05142;Chagas disease (American trypanosomiasis)
TTDR00356;hsa05145;Toxoplasmosis
TTDR00356;hsa05146;Amoebiasis
TTDR00356;hsa05160;Hepatitis C
TTDR00356;hsa05161;Hepatitis B
TTDR00356;hsa05162;Measles
TTDR00356;hsa05164;Influenza A
TTDR00356;hsa05166;HTLV-I infection
TTDR00356;hsa05169;Epstein-Barr virus infection
TTDR00356;hsa05200;Pathways in cancer
TTDR00356;hsa05203;Viral carcinogenesis
TTDR00356;hsa05205;Proteoglycans in cancer
TTDR00356;hsa05206;MicroRNAs in cancer
TTDR00356;hsa05210;Colorectal cancer
TTDR00356;hsa05211;Renal cell carcinoma
TTDR00356;hsa05212;Pancreatic cancer
TTDR00356;hsa05213;Endometrial cancer
TTDR00356;hsa05214;Glioma
TTDR00356;hsa05215;Prostate cancer
TTDR00356;hsa05218;Melanoma
TTDR00356;hsa05220;Chronic myeloid leukemia
TTDR00356;hsa05221;Acute myeloid leukemia
TTDR00356;hsa05222;Small cell lung cancer
TTDR00356;hsa05223;Non-small cell lung cancer
TTDR00356;hsa05230;Central carbon metabolism in cancer
TTDR00356;hsa05231;Choline metabolism in cancer
TTDR00360;ape00400;Phenylalanine, tyrosine and tryptophan biosynthesis
TTDR00360;ape01100;Metabolic pathways
TTDR00360;ape01110;Biosynthesis of secondary metabolites
TTDR00360;ape01130;Biosynthesis of antibiotics
TTDR00360;ape01230;Biosynthesis of amino acids
TTDR00363;hsa03015;mRNA surveillance pathway
TTDR00363;hsa04071;Sphingolipid signaling pathway
TTDR00363;hsa04114;Oocyte meiosis
TTDR00363;hsa04151;PI3K-Akt signaling pathway
TTDR00363;hsa04152;AMPK signaling pathway
TTDR00363;hsa04261;Adrenergic signaling in cardiomyocytes
TTDR00363;hsa04728;Dopaminergic synapse
TTDR00372;hsa04010;MAPK signaling pathway
TTDR00372;hsa04012;ErbB signaling pathway
TTDR00372;hsa04014;Ras signaling pathway
TTDR00372;hsa04015;Rap1 signaling pathway
TTDR00372;hsa04022;cGMP-PKG signaling pathway
TTDR00372;hsa04024;cAMP signaling pathway
TTDR00372;hsa04062;Chemokine signaling pathway
TTDR00372;hsa04066;HIF-1 signaling pathway
TTDR00372;hsa04068;FoxO signaling pathway
TTDR00372;hsa04071;Sphingolipid signaling pathway
TTDR00372;hsa04114;Oocyte meiosis
TTDR00372;hsa04150;mTOR signaling pathway
TTDR00372;hsa04151;PI3K-Akt signaling pathway
TTDR00372;hsa04261;Adrenergic signaling in cardiomyocytes
TTDR00372;hsa04270;Vascular smooth muscle contraction
TTDR00372;hsa04320;Dorso-ventral axis formation
TTDR00372;hsa04350;TGF-beta signaling pathway
TTDR00372;hsa04360;Axon guidance
TTDR00372;hsa04370;VEGF signaling pathway
TTDR00372;hsa04380;Osteoclast differentiation
TTDR00372;hsa04510;Focal adhesion
TTDR00372;hsa04520;Adherens junction
TTDR00372;hsa04540;Gap junction
TTDR00372;hsa04550;Signaling pathways regulating pluripotency of stem cells
TTDR00372;hsa04611;Platelet activation
TTDR00372;hsa04620;Toll-like receptor signaling pathway
TTDR00372;hsa04621;NOD-like receptor signaling pathway
TTDR00372;hsa04650;Natural killer cell mediated cytotoxicity
TTDR00372;hsa04660;T cell receptor signaling pathway
TTDR00372;hsa04662;B cell receptor signaling pathway
TTDR00372;hsa04664;Fc epsilon RI signaling pathway
TTDR00372;hsa04666;Fc gamma R-mediated phagocytosis
TTDR00372;hsa04668;TNF signaling pathway
TTDR00372;hsa04713;Circadian entrainment
TTDR00372;hsa04720;Long-term potentiation
TTDR00372;hsa04722;Neurotrophin signaling pathway
TTDR00372;hsa04723;Retrograde endocannabinoid signaling
TTDR00372;hsa04724;Glutamatergic synapse
TTDR00372;hsa04725;Cholinergic synapse
TTDR00372;hsa04726;Serotonergic synapse
TTDR00372;hsa04730;Long-term depression
TTDR00372;hsa04810;Regulation of actin cytoskeleton
TTDR00372;hsa04910;Insulin signaling pathway
TTDR00372;hsa04912;GnRH signaling pathway
TTDR00372;hsa04914;Progesterone-mediated oocyte maturation
TTDR00372;hsa04915;Estrogen signaling pathway
TTDR00372;hsa04916;Melanogenesis
TTDR00372;hsa04917;Prolactin signaling pathway
TTDR00372;hsa04919;Thyroid hormone signaling pathway
TTDR00372;hsa04921;Oxytocin signaling pathway
TTDR00372;hsa04930;Type II diabetes mellitus
TTDR00372;hsa04960;Aldosterone-regulated sodium reabsorption
TTDR00372;hsa05010;Alzheimer's disease
TTDR00372;hsa05020;Prion diseases
TTDR00372;hsa05034;Alcoholism
TTDR00372;hsa05131;Shigellosis
TTDR00372;hsa05132;Salmonella infection
TTDR00372;hsa05133;Pertussis
TTDR00372;hsa05140;Leishmaniasis
TTDR00372;hsa05142;Chagas disease (American trypanosomiasis)
TTDR00372;hsa05145;Toxoplasmosis
TTDR00372;hsa05152;Tuberculosis
TTDR00372;hsa05160;Hepatitis C
TTDR00372;hsa05161;Hepatitis B
TTDR00372;hsa05164;Influenza A
TTDR00372;hsa05200;Pathways in cancer
TTDR00372;hsa05203;Viral carcinogenesis
TTDR00372;hsa05205;Proteoglycans in cancer
TTDR00372;hsa05206;MicroRNAs in cancer
TTDR00372;hsa05210;Colorectal cancer
TTDR00372;hsa05211;Renal cell carcinoma
TTDR00372;hsa05212;Pancreatic cancer
TTDR00372;hsa05213;Endometrial cancer
TTDR00372;hsa05214;Glioma
TTDR00372;hsa05215;Prostate cancer
TTDR00372;hsa05216;Thyroid cancer
TTDR00372;hsa05218;Melanoma
TTDR00372;hsa05219;Bladder cancer
TTDR00372;hsa05220;Chronic myeloid leukemia
TTDR00372;hsa05221;Acute myeloid leukemia
TTDR00372;hsa05223;Non-small cell lung cancer
TTDR00372;hsa05230;Central carbon metabolism in cancer
TTDR00372;hsa05231;Choline metabolism in cancer
TTDR00373;hsa04010;MAPK signaling pathway
TTDR00373;hsa04012;ErbB signaling pathway
TTDR00373;hsa04014;Ras signaling pathway
TTDR00373;hsa04015;Rap1 signaling pathway
TTDR00373;hsa04022;cGMP-PKG signaling pathway
TTDR00373;hsa04024;cAMP signaling pathway
TTDR00373;hsa04062;Chemokine signaling pathway
TTDR00373;hsa04066;HIF-1 signaling pathway
TTDR00373;hsa04068;FoxO signaling pathway
